#;$id;libellé SEDA 2;libellé anglais
;;emm;Mamulique
;;wmh;Waima'a
;;nhq;Huaxcaleca Nahuatl
;;kzq;Kaike
;;mjt;Sauria Paharia
;;tls;Tambotalo
;;xpn;Kapinawá
;;mog;Mongondow
;;wal;Wolaytta
;;tde;Tiranige Diga Dogon
;;afh;Afrihili
;;odt;Old Dutch
;;tjn;Tonjon
;;lab;Linear A
;;kxq;Smärky Kanum
;;kzj;Coastal Kadazan
;;mro;Mru
;;wsa;Warembori
;;dbu;Bondum Dom Dogon
;;xho;Xhosa
;;nyu;Nyungwe
;;cah;Cahuarano
;;acd;Gikyode
;;agv;Remontado Dumagat
;;kgo;Krongo
;;kwj;Kwanga
;;naj;Nalu
;;xmc;Makhuwa-Marrevone
;;nyq;Nayini
;;kwa;Dâw
;;oks;Oko-Eni-Osayen
;;amq;Amahai
;;mcm;Malaccan Creole Portuguese
;;plu;Palikúr
;;bmx;Baimak
;;mov;Mohave
;;adw;Amundava
;;zea;Zeeuws
;;kyz;Kayabí
;;mai;Maithili
;;mzt;Mintil
;;cuq;Cun
;;woy;Weyto
;;fuu;Furu
;;wic;Wichita
;;bco;Kaluli
;;duc;Duna
;;hns;Caribbean Hindustani
;;kzf;Da'a Kaili
;;amo;Amo
;;skz;Sekar
;;adr;Adonara
;;nkx;Nkoroo
;;apy;Apalaí
;;zad;Cajonos Zapotec
;;ptr;Piamatsina
;;tdo;Teme
;;bah;Bahamas Creole English
;;xaa;Andalusian Arabic
;;usp;Uspanteco
;;woi;Kamang
;;lpx;Lopit
;;vkk;Kaur
;;yum;Quechan
;;kyb;Butbut Kalinga
;;xhv;Khua
;;yes;Yeskwa
;;vmr;Marenje
;;sau;Saleman
;;bcm;Bannoni
;;kys;Baram Kayan
;;zyj;Youjiang Zhuang
;;ccp;Chakma
;;zpl;Lachixío Zapotec
;;tkt;Kathoriya Tharu
;;mtn;Matagalpa
;;kyk;Kamayo
;;wyy;Western Fijian
;;tek;Ibali Teke
;;gnd;Zulgo-Gemzek
;;nkn;Nkangala
;;wim;Wik-Mungkan
;;sjg;Assangori
;;pac;Pacoh
;;tti;Tobati
;;mqz;Malasanga
;;dts;Toro So Dogon
;;smc;Som
;;rmh;Murkim
;;fip;Fipa
;;msl;Molof
;;nec;Nedebang
;;dgb;Bunoge Dogon
;;bbp;West Central Banda
;;xdc;Dacian
;;tcd;Tafi
;;tmy;Tami
;;suk;Sukuma
;;kko;Karko
;;nvm;Namiae
;;dik;Southwestern Dinka
;;teb;Tetete
;;csy;Siyin Chin
;;cpa;Palantla Chinantec
;;stw;Satawalese
;;apk;Kiowa Apache
;;lcd;Lola
;;mll;Malua Bay
;;wgg;Wangganguru
;;spy;Sabaot
;;wha;Manusela
;;vau;Vanuma
;;xip;Xipináwa
;;zhd;Dai Zhuang
;;reg;Kara (Tanzania)
;;pmr;Paynamar
;;snp;Siane
;;pdc;Pennsylvania German
;;mef;Megam
;;oki;Okiek
;;tni;Tandia
;;kxn;Kanowit-Tanjong Melanau
;;sev;Nyarafolo Senoufo
;;llb;Lolo
;;tgl;Tagalog
;;suv;Sulung
;;jng;Yangman
;;szb;Ngalum
;;asr;Asuri
;;ykl;Khlula
;;lbb;Label
;;meh;Southwestern Tlaxiaco Mixtec
;;tco;Taungyo
;;dhr;Dhargari
;;ysp;Southern Lolopo
;;cbs;Cashinahua
;;anp;Angika
;;ymp;Yamap
;;pfl;Pfaelzisch
;;zho;Chinese
;;mtu;Tututepec Mixtec
;;ele;Elepi
;;nez;Nez Perce
;;bzp;Kemberano
;;mfz;Mabaan
;;mky;East Makian
;;drn;West Damar
;;gow;Gorowa
;;kez;Kukele
;;mem;Mangala
;;pas;Papasena
;;kbd;Kabardian
;;zmx;Bomitaba
;;ngm;Ngatik Men's Creole
;;xmg;Mengaka
;;rag;Logooli
;;bqi;Bakhtiari
;;sxe;Sighu
;;adi;Adi
;;zau;Zangskari
;;bir;Bisorio
;;sba;Ngambay
;;nwi;Southwest Tanna
;;haw;Hawaiian
;;xkw;Kembra
;;sel;Selkup
;;mhu;Digaro-Mishmi
;;frr;Northern Frisian
;;auw;Awyi
;;gaf;Gende
;;xau;Kauwera
;;bva;Barein
;;blw;Balangao
;;tij;Tilung
;;dum;Middle Dutch (ca. 1050-1350)
;;xtb;Chazumba Mixtec
;;akz;Alabama
;;zak;Zanaki
;;crj;Southern East Cree
;;kvt;Lahta Karen
;;npy;Napu
;;ues;Kioko
;;bgg;Bugun
;;zpo;Amatlán Zapotec
;;sdu;Sarudu
;;ked;Kerewe
;;sso;Sissano
;;agh;Ngelima
;;kek;Kekchí
;;ecy;Eteocypriot
;;bjl;Bulu (Papua New Guinea)
;;ndl;Ndolo
;;kdi;Kumam
;;moh;Mohawk
;;wdg;Wadaginam
;;pur;Puruborá
;;eus;Basque
;;pnc;Pannei
;;dds;Donno So Dogon
;;uvh;Uri
;;txc;Tsetsaut
;;kdp;Kaningdon-Nindem
;;haj;Hajong
;;cnb;Chinbon Chin
;;ilv;Ilue
;;yey;Yeyi
;;bkd;Binukid
;;rjs;Rajbanshi
;;cfg;Como Karim
;;jhs;Jhankot Sign Language
;;sxl;Selian
;;fll;North Fali
;;cox;Nanti
;;cjn;Chenapian
;;anw;Anaang
;;sxr;Saaroa
;;nne;Ngandyera
;;xmp;Kuku-Mu'inh
;;nir;Nimboran
;;rki;Rakhine
;;fon;Fon
;;bju;Busuu
;;kab;Kabyle
;;ahk;Akha
;;xch;Chemakum
;;tuc;Mutu
;;nok;Nooksack
;;tya;Tauya
;;seo;Suarmin
;;sjn;Sindarin
;;fuh;Western Niger Fulfulde
;;wwa;Waama
;;sgs;Samogitian
;;mbt;Matigsalug Manobo
;;mgd;Moru
;;shn;Shan
;;gew;Gera
;;kix;Khiamniungan Naga
;;tia;Tidikelt Tamazight
;;zxx;No linguistic content
;;mch;Maquiritari
;;shg;Shua
;;aol;Alor
;;ctu;Chol
;;tor;Togbo-Vara Banda
;;xti;Sinicahua Mixtec
;;pma;Paama
;;naq;Nama (Namibia)
;;bre;Breton
;;cra;Chara
;;imi;Anamgura
;;smj;Lule Sami
;;srx;Sirmauri
;;dek;Dek
;;wiv;Muduapa
;;pcm;Nigerian Pidgin
;;cwa;Kabwa
;;aqm;Atohwaim
;;mgk;Mawes
;;knu;Kono (Guinea)
;;jmc;Machame
;;kjk;Highland Konjo
;;mdg;Massalat
;;khp;Kapori
;;nnj;Nyangatom
;;cbl;Bualkhaw Chin
;;wbj;Alagwa
;;tet;Tetum
;;ask;Ashkun
;;bld;Bolango
;;pup;Pulabu
;;kgx;Kamaru
;;xuj;Jennu Kurumba
;;ksi;Krisa
;;utu;Utu
;;bfy;Bagheli
;;bnp;Bola
;;nzk;Nzakara
;;cdh;Chambeali
;;gok;Gowli
;;ymg;Yamongeri
;;juc;Jurchen
;;liw;Col
;;mng;Eastern Mnong
;;wgy;Warrgamay
;;niv;Gilyak
;;cht;Cholón
;;alh;Alawa
;;mwi;Labo
;;gge;Guragone
;;low;Tampias Lobu
;;ygm;Yagomi
;;aud;Anuta
;;lpe;Lepki
;;dkk;Dakka
;;akd;Ukpet-Ehom
;;ywq;Wuding-Luquan Yi
;;tsv;Tsogo
;;nmg;Kwasio
;;amj;Amdang
;;soj;Soi
;;aos;Taikat
;;gcc;Mali
;;lex;Luang
;;xba;Kamba (Brazil)
;;skh;Sikule
;;wno;Wano
;;bsr;Bassa-Kontagora
;;zuh;Tokano
;;duj;Dhuwal
;;xzh;Zhang-Zhung
;;kgl;Kunggari
;;aiw;Aari
;;djk;Eastern Maroon Creole
;;ubl;Buhi'non Bikol
;;unr;Mundari
;;wof;Gambian Wolof
;;cog;Chong
;;gim;Gimi (Eastern Highlands)
;;mzg;Monastic Sign Language
;;aju;Judeo-Moroccan Arabic
;;cib;Ci Gbe
;;tqo;Toaripi
;;tkm;Takelma
;;sii;Shom Peng
;;phr;Pahari-Potwari
;;sjp;Surjapuri
;;jct;Krymchak
;;tza;Tanzanian Sign Language
;;rmn;Balkan Romani
;;gul;Sea Island Creole English
;;bdz;Badeshi
;;ica;Ede Ica
;;coo;Comox
;;tzn;Tugun
;;oar;Old Aramaic (up to 700 BCE)
;;bwu;Buli (Ghana)
;;bfo;Malba Birifor
;;hmz;Hmong Shua
;;nid;Ngandi
;;bya;Batak
;;akp;Siwu
;;soa;Thai Song
;;kom;Komi
;;kvc;Kove
;;cum;Cumeral
;;ofs;Old Frisian
;;hin;Hindi
;;svs;Savosavo
;;nuw;Nguluwan
;;lnn;Lorediakarkar
;;kbm;Iwal
;;lrn;Lorang
;;try;Turung
;;bwn;Wunai Bunu
;;drg;Rungus
;;lua;Luba-Lulua
;;myf;Bambassi
;;haa;Han
;;diu;Diriku
;;hib;Hibito
;;vmd;Mudu Koraga
;;hvk;Haveke
;;kwd;Kwaio
;;yar;Yabarana
;;nof;Nomane
;;fmp;Fe'fe'
;;aak;Ankave
;;xmv;Antankarana Malagasy
;;ero;Horpa
;;nyf;Giryama
;;cks;Tayo
;;nlj;Nyali
;;llc;Lele (Guinea)
;;phg;Phuong
;;brt;Bitare
;;rmw;Welsh Romani
;;kqu;Seroa
;;kti;North Muyu
;;nny;Nyangga
;;sou;Southern Thai
;;yok;Yokuts
;;mxb;Tezoatlán Mixtec
;;eng;English
;;bgf;Bangandu
;;bni;Bangi
;;jia;Jina
;;yiy;Yir Yoront
;;vkp;Korlai Creole Portuguese
;;ppi;Paipai
;;mil;Peñoles Mixtec
;;nre;Southern Rengma Naga
;;lji;Laiyolo
;;arb;Standard Arabic
;;shz;Syenara Senoufo
;;otq;Querétaro Otomi
;;als;Tosk Albanian
;;xkb;Northern Nago
;;pod;Ponares
;;ymb;Yambes
;;xoo;Xukurú
;;avl;Eastern Egyptian Bedawi Arabic
;;ckl;Cibak
;;hru;Hruso
;;loe;Saluan
;;vra;Vera'a
;;umo;Umotína
;;aia;Arosi
;;kot;Lagwan
;;nkj;Nakai
;;dsb;Lower Sorbian
;;urv;Uruava
;;myu;Mundurukú
;;mcv;Minanibai
;;ret;Retta
;;nxr;Ninggerum
;;miu;Cacaloxtepec Mixtec
;;bdo;Morom
;;klu;Klao
;;tmi;Tutuba
;;nun;Anong
;;kwv;Sara Kaba Náà
;;spa;Spanish
;;clu;Caluyanun
;;bgu;Mbongno
;;bkr;Bakumpai
;;drq;Dura
;;gbb;Kaytetye
;;ebu;Embu
;;ktr;Kota Marudu Tinagas
;;dmu;Dubu
;;apr;Arop-Lokep
;;hmo;Hiri Motu
;;srk;Serudung Murut
;;bvh;Bure
;;tsh;Tsuvan
;;tlh;Klingon
;;slp;Lamaholot
;;pex;Petats
;;xlb;Loup B
;;pek;Penchal
;;ape;Bukiyip
;;cdi;Chodri
;;tmp;Tai Mène
;;see;Seneca
;;kai;Karekare
;;pto;Zo'é
;;twe;Tewa (Indonesia)
;;ztp;Loxicha Zapotec
;;vit;Viti
;;kvi;Kwang
;;cbe;Chipiajes
;;kpg;Kapingamarangi
;;csh;Asho Chin
;;abv;Baharna Arabic
;;tmb;Katbol
;;aat;Arvanitika Albanian
;;sbo;Sabüm
;;gwe;Gweno
;;ray;Rapa
;;ria;Riang (India)
;;sbf;Shabo
;;prt;Phai
;;zty;Yatee Zapotec
;;ngu;Guerrero Nahuatl
;;yph;Phupha
;;bub;Bua
;;aip;Burumakok
;;ate;Atemble
;;gsp;Wasembo
;;tfr;Teribe
;;ikw;Ikwere
;;yiz;Azhe
;;pcc;Bouyei
;;kct;Kaian
;;auq;Anus
;;aym;Aymara
;;abk;Abkhazian
;;klz;Kabola
;;tgb;Tobilung
;;ggo;Southern Gondi
;;maj;Jalapa De Díaz Mazatec
;;yaw;Yawalapití
;;atn;Ashtiani
;;dax;Dayi
;;nmq;Nambya
;;tud;Tuxá
;;jib;Jibu
;;ydg;Yidgha
;;ybi;Yamphu
;;lmm;Lamam
;;lom;Loma (Liberia)
;;tsu;Tsou
;;taz;Tocho
;;dyu;Dyula
;;tyz;Tày
;;oun;!O!ung
;;kui;Kuikúro-Kalapálo
;;gmu;Gumalu
;;hax;Southern Haida
;;jhi;Jehai
;;alm;Amblong
;;xii;Xiri
;;kfs;Bilaspuri
;;kcg;Tyap
;;yki;Yoke
;;atw;Atsugewi
;;kqd;Koy Sanjaq Surat
;;ego;Eggon
;;mzn;Mazanderani
;;coe;Koreguaje
;;kiw;Northeast Kiwai
;;tag;Tagoi
;;ypb;Labo Phowa
;;mas;Masai
;;bmm;Northern Betsimisaraka Malagasy
;;tnn;North Tanna
;;thf;Thangmi
;;mxk;Monumbo
;;cqu;Chilean Quechua
;;ana;Andaqui
;;wla;Walio
;;prf;Paranan
;;mmn;Mamanwa
;;wlc;Mwali Comorian
;;tjg;Tunjung
;;lao;Lao
;;cso;Sochiapam Chinantec
;;ssi;Sansi
;;fvr;Fur
;;kpe;Kpelle
;;bvq;Birri
;;iqu;Iquito
;;jpr;Judeo-Persian
;;bje;Biao-Jiao Mien
;;kzp;Kaidipang
;;hre;Hre
;;pbg;Paraujano
;;xxr;Koropó
;;xrm;Armazic
;;djb;Djinba
;;bte;Gamo-Ningi
;;peb;Eastern Pomo
;;agm;Angaataha
;;sgp;Singpho
;;scw;Sha
;;bem;Bemba (Zambia)
;;otk;Old Turkish
;;mfw;Mulaha
;;dic;Lakota Dida
;;stn;Owa
;;nui;Ngumbi
;;cml;Campalagian
;;tcf;Malinaltepec Me'phaa
;;buu;Budu
;;tht;Tahltan
;;plw;Brooke's Point Palawano
;;bfl;Banda-Ndélé
;;pbz;Palu
;;lia;West-Central Limba
;;ngj;Ngie
;;gvs;Gumawana
;;ife;Ifè
;;bun;Sherbro
;;gnz;Ganzi
;;gyy;Gunya
;;mhz;Mor (Mor Islands)
;;bdh;Baka (Sudan)
;;luk;Lunanakha
;;msq;Caac
;;mff;Naki
;;xvi;Kamviri
;;nib;Nakame
;;xsu;Sanumá
;;cyo;Cuyonon
;;ttm;Northern Tutchone
;;muv;Muthuvan
;;txu;Kayapó
;;yis;Yis
;;nbc;Chang Naga
;;yas;Nugunu (Cameroon)
;;tvw;Sedoa
;;sij;Numbami
;;xuu;Kxoe
;;ppp;Pelende
;;jeb;Jebero
;;lgt;Pahi
;;tgw;Tagwana Senoufo
;;ggu;Gagu
;;kii;Kitsai
;;xkl;Mainstream Kenyah
;;lmc;Limilngan
;;tbi;Gaam
;;qvy;Queyu
;;bzk;Nicaragua Creole English
;;pbb;Páez
;;ong;Olo
;;yea;Ravula
;;tfi;Tofin Gbe
;;ngx;Nggwahyi
;;zro;Záparo
;;boe;Mundabli
;;huu;Murui Huitoto
;;pue;Puelche
;;kue;Kuman
;;bbl;Bats
;;bmd;Baga Manduri
;;mlm;Mulam
;;mqb;Mbuko
;;imr;Imroing
;;khw;Khowar
;;biw;Kol (Cameroon)
;;tll;Tetela
;;enn;Engenni
;;lkr;Päri
;;ude;Udihe
;;grj;Southern Grebo
;;ure;Uru
;;mnp;Min Bei Chinese
;;yai;Yagnobi
;;kxh;Karo (Ethiopia)
;;lno;Lango (Sudan)
;;tbs;Tanguat
;;ncx;Central Puebla Nahuatl
;;mux;Bo-Ung
;;lsh;Lish
;;xvn;Vandalic
;;chb;Chibcha
;;csd;Chiangmai Sign Language
;;yre;Yaouré
;;shq;Sala
;;ler;Lenkau
;;pwa;Pawaia
;;ppl;Pipil
;;itm;Itu Mbon Uzo
;;ncj;Northern Puebla Nahuatl
;;kjd;Southern Kiwai
;;ikp;Ikpeshi
;;chl;Cahuilla
;;bfx;Bantayanon
;;bqo;Balo
;;sbs;Subiya
;;nzu;Teke-Nzikou
;;bsi;Bassossi
;;jmn;Makuri Naga
;;muj;Mabire
;;qvh;Huamalíes-Dos de Mayo Huánuco Quechua
;;pic;Pinji
;;ozm;Koonzime
;;nca;Iyo
;;dal;Dahalo
;;mho;Mashi (Zambia)
;;eve;Even
;;okb;Okobo
;;cuw;Chukwa
;;tbr;Tumtum
;;cet;Centúúm
;;wlu;Wuliwuli
;;nhi;Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
;;lgk;Lingarak
;;xre;Kreye
;;kmk;Limos Kalinga
;;vaa;Vaagri Booli
;;hmh;Southwestern Huishui Hmong
;;blm;Beli (Sudan)
;;gsw;Swiss German
;;tpi;Tok Pisin
;;miz;Coatzospan Mixtec
;;gti;Gbati-ri
;;taq;Tamasheq
;;dae;Duupa
;;syb;Central Subanen
;;xer;Xerénte
;;khd;Bädi Kanum
;;knt;Panoan Katukína
;;nbx;Ngura
;;wib;Southern Toussian
;;mtg;Una
;;avo;Agavotaguerra
;;jya;Jiarong
;;frc;Cajun French
;;mxu;Mada (Cameroon)
;;mri;Maori
;;knj;Western Kanjobal
;;kgc;Kasseng
;;fub;Adamawa Fulfulde
;;epi;Epie
;;jit;Jita
;;mld;Malakhel
;;nht;Ometepec Nahuatl
;;wam;Wampanoag
;;tro;Tarao Naga
;;mrl;Mortlockese
;;dnk;Dengka
;;ojv;Ontong Java
;;kyo;Kelon
;;lml;Hano
;;mdt;Mbere
;;smx;Samba
;;wur;Wurrugu
;;mpg;Marba
;;hoz;Hozo
;;krb;Karkin
;;plc;Central Palawano
;;mzu;Inapang
;;scn;Sicilian
;;naz;Coatepec Nahuatl
;;iap;Iapama
;;vot;Votic
;;pmq;Northern Pame
;;onx;Onin Based Pidgin
;;goj;Gowlan
;;xaw;Kawaiisu
;;zpf;San Pedro Quiatoni Zapotec
;;nte;Nathembo
;;kql;Kyenele
;;meo;Kedah Malay
;;zom;Zou
;;wsk;Waskia
;;ahs;Ashe
;;wuu;Wu Chinese
;;kfk;Kinnauri
;;zik;Zimakani
;;lcm;Tungag
;;guq;Aché
;;bvz;Bauzi
;;aro;Araona
;;zme;Mangerr
;;bxr;Russia Buriat
;;sni;Sensi
;;pbu;Northern Pashto
;;ojs;Severn Ojibwa
;;lhn;Lahanan
;;ewo;Ewondo
;;asp;Algerian Sign Language
;;kkh;Khün
;;bef;Benabena
;;sin;Sinhala
;;oue;Oune
;;vav;Varli
;;tgi;Lawunuia
;;abc;Ambala Ayta
;;inh;Ingush
;;mvv;Tagal Murut
;;bpu;Bongu
;;mpk;Mbara (Chad)
;;tiq;Tiéfo
;;msz;Momare
;;pbl;Mak (Nigeria)
;;bcf;Bamu
;;mbz;Amoltepec Mixtec
;;mme;Mae
;;cme;Cerma
;;zna;Zan Gula
;;huh;Huilliche
;;tos;Highland Totonac
;;cda;Choni
;;tue;Tuyuca
;;tuq;Tedaga
;;bup;Busoa
;;gkp;Guinea Kpelle
;;otr;Otoro
;;ctc;Chetco
;;mgv;Matengo
;;smq;Samo
;;txb;Tokharian B
;;tgp;Tangoa
;;sby;Soli
;;dbf;Edopi
;;ngn;Ngwo
;;bdw;Baham
;;lmv;Lomaiviti
;;jbo;Lojban
;;yil;Yindjilandji
;;idc;Idon
;;huo;Hu
;;siw;Siwai
;;hds;Honduras Sign Language
;;lwo;Luwo
;;nlo;Ngul
;;mnu;Mer
;;twm;Tawang Monpa
;;tvd;Tsuvadi
;;wiu;Wiru
;;ayh;Hadrami Arabic
;;trd;Turi
;;pyu;Puyuma
;;not;Nomatsiguenga
;;uru;Urumi
;;peq;Southern Pomo
;;bzd;Bribri
;;nso;Pedi
;;ksz;Kodaku
;;nnk;Nankina
;;url;Urali
;;tpr;Tuparí
;;ati;Attié
;;gla;Scottish Gaelic
;;kaq;Capanahua
;;fur;Friulian
;;blv;Bolo
;;yhl;Hlepho Phowa
;;bkl;Berik
;;mqo;Modole
;;aee;Northeast Pashayi
;;thq;Kochila Tharu
;;tcx;Toda
;;mhc;Mocho
;;aoh;Arma
;;vif;Vili
;;prq;Ashéninka Perené
;;ygp;Gepo
;;swl;Swedish Sign Language
;;bao;Waimaha
;;bpg;Bonggo
;;btn;Ratagnon
;;osp;Old Spanish
;;lac;Lacandon
;;quz;Cusco Quechua
;;pjt;Pitjantjatjara
;;lap;Laka (Chad)
;;tth;Upper Ta'oih
;;rao;Rao
;;hkk;Hunjara-Kaina Ke
;;izh;Ingrian
;;mwf;Murrinh-Patha
;;pim;Powhatan
;;awu;Central Awyu
;;beh;Biali
;;mke;Mawchi
;;gbx;Eastern Xwla Gbe
;;sws;Seluwasan
;;mwu;Mittu
;;aen;Armenian Sign Language
;;dbr;Dabarre
;;amc;Amahuaca
;;bgt;Bughotu
;;sks;Maia
;;rsb;Romano-Serbian
;;dnd;Daonda
;;sqs;Sri Lankan Sign Language
;;kjz;Bumthangkha
;;mmz;Mabaale
;;xpp;Puyo-Paekche
;;tju;Tjurruru
;;cqd;Chuanqiandian Cluster Miao
;;mdi;Mamvu
;;tpk;Tupinikin
;;dot;Dass
;;bzu;Burmeso
;;lee;Lyélé
;;ndz;Ndogo
;;tod;Toma
;;prm;Kibiri
;;yrn;Yerong
;;ypo;Alo Phola
;;yae;Pumé
;;qud;Calderón Highland Quichua
;;kjr;Kurudu
;;muc;Mbu'
;;nlc;Nalca
;;lur;Laura
;;bhr;Bara Malagasy
;;wij;Wik-Iiyanh
;;tlv;Taliabu
;;wrw;Gugu Warra
;;snb;Sebuyau
;;ctl;Tlacoatzintepec Chinantec
;;heb;Hebrew
;;sgy;Sanglechi
;;mpy;Mapia
;;wsr;Owenia
;;nas;Naasioi
;;ibo;Igbo
;;yuf;Havasupai-Walapai-Yavapai
;;chk;Chuukese
;;nmj;Ngombe (Central African Republic)
;;clc;Chilcotin
;;cag;Nivaclé
;;saw;Sawi
;;krn;Sapo
;;xan;Xamtanga
;;mpp;Migabac
;;yuz;Yuracare
;;uum;Urum
;;boj;Anjam
;;yut;Yopno
;;kax;Kao
;;ltg;Latgalian
;;hna;Mina (Cameroon)
;;pny;Pinyin
;;geh;Hutterite German
;;mez;Menominee
;;msa;Malay (macrolanguage)
;;bhx;Bhalay
;;sub;Suku
;;kff;Koya
;;msv;Maslam
;;isa;Isabi
;;lls;Lithuanian Sign Language
;;mdb;Morigi
;;tpt;Tlachichilco Tepehua
